"","Diet","Location_Timepoint","Molecule","1","10","11","12","2","3","4","5","6","7","8","9","baseline_cheakpeas puree"
"71",0,"Duodenal_120","Tyrosine",0.047793773,0.013781212,NA,NA,0.007596184,0.069297762,0.018420345,0.006065252,0.019222427,0.149286308,0.132004968,0.040021914,NA
"72",0,"Duodenal_120","Valine",0.070938838,0.015638237,NA,NA,0.006492871,0.068670949,0.017856142,0.004713194,0.036748109,0.144741082,0.113206601,0.041564677,NA
"73",0,"Duodenal_150","Acetate",0.036276965,0.173316517,NA,NA,0.064113047,0.037637816,0.067311266,0.034004905,0.039630774,0.064439946,0.168409314,0.051616117,NA
"74",0,"Duodenal_150","Alanine",0.073255514,0.083751154,NA,NA,0.140936622,0.085400313,0.041576988,0.041697311,0.068302699,0.109697435,0.119689022,0.089640651,NA
"75",0,"Duodenal_150","alpha.Glucose_alpha.Maltose_5.24d",2.227665315,1.984596386,NA,NA,2.24035,1.771418038,1.062266268,0.96249999,2.033886479,1.945035612,2.998007379,2.697863963,NA
"76",0,"Duodenal_150","Asparagine",0.02364417,0.024626002,NA,NA,0.045763912,0.023226971,0.018797142,0.011602377,0.021514992,0.035748304,0.042174973,0.03274077,NA
"77",0,"Duodenal_150","Aspartate",0.04267807,0.046662761,NA,NA,0.061624341,0.048342487,0.029716181,0.026610826,0.042465936,0.063192426,0.050307719,0.051624225,NA
"78",0,"Duodenal_150","beta.Glucose_3.25dd",0.563392975,1.069843646,NA,NA,0.52347,0.799835428,0.437310465,0.526694745,0.76865259,1.025012836,0.877018112,1.076056655,NA
"79",0,"Duodenal_150","beta.Maltose_3.29dd",2.321378413,1.692501221,NA,NA,2.7271,1.588479504,1.261955076,0.749642641,2.125212766,2.045875902,2.654435661,2.607578019,NA
"80",0,"Duodenal_150","Choline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0,"Duodenal_150","Ciceritol_new..gastric.mean.eretic.correction.",0.184667117,0.195565622,NA,NA,0.276094877,0.280430641,0.137499429,0.086795956,0.178423907,0.36920556,0.524822587,0.353024651,NA
"82",0,"Duodenal_150","Formate",0.017723939,0.133673032,NA,NA,0.015612284,0.008914358,0.120092657,0.011810643,0.022455725,0.014025179,0.124036286,0.228455868,NA
"83",0,"Duodenal_150","Fumarate",0.002467453,0.002307625,NA,NA,0.002857271,0.001995116,0.002087157,0.002040954,0.002913922,0.003669562,0.005647054,0.002652325,NA
"84",0,"Duodenal_150","GCA",0.141990524,0.3193961,NA,NA,0.569,0.302261903,0.306950187,0.338852197,0.134867241,0.384084547,0.255192008,0.223996308,NA
"85",0,"Duodenal_150","GCDCA",0.047111652,0.171856271,NA,NA,0.309,0.203046095,0.159986044,0.125174733,0.060949238,0.197398061,0.111670422,0.052735956,NA
"86",0,"Duodenal_150","GDCA",0.033058499,0.030782556,NA,NA,0.0519,0.014386539,0.022467217,0.013977296,0.02025433,0.061072217,0.033137478,0.13347884,NA
"87",0,"Duodenal_150","Glutamine",0.024968885,0.042099332,NA,NA,0.081288886,0.041180599,0.021849014,0.017709979,0.025773875,0.055823005,0.072056591,0.034246114,NA
"88",0,"Duodenal_150","Histidine",0.038789862,0.03324654,NA,NA,0.074609745,0.045577043,0.027283536,0.02787396,0.032094257,0.056104776,0.046046124,0.050430423,NA
"89",0,"Duodenal_150","Isoleucine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",0,"Duodenal_150","Lactate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",0,"Duodenal_150","Leucine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0,"Duodenal_150","Lysine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0,"Duodenal_150","Methionine",0.02417865,0.026002869,NA,NA,0.044859105,0.029945634,0.017645549,0.014321529,0.018996619,0.035819677,0.034740891,0.026852842,NA
"94",0,"Duodenal_150","n.Butyrate",0.006160568,0.114011793,NA,NA,0.009609253,0.006517692,0.007994745,0.006716849,0.013093175,0.030450375,0.101727933,0.009136832,NA
"95",0,"Duodenal_150","Oral_Raffinose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",0,"Duodenal_150","Oral_Stachyose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0,"Duodenal_150","Phenylalanine",0.129170766,0.117180098,NA,NA,0.231611007,0.15198625,0.083106277,0.085438126,0.08950129,0.18072712,0.206959955,0.139220777,NA
"98",0,"Duodenal_150","Propionate",0.003950468,0.053972468,NA,NA,1.2959234492579e-05,0.00370772,0.00569018,0.002992822,0.001587422,0.003287798,0.050947673,0.00171635,NA
"99",0,"Duodenal_150","SR",0.136909637,0.110883204,NA,NA,0.142934867,0.133214872,0.069550865,0.058992365,0.04642524,0.205917979,0.173050564,0.217830881,NA
"100",0,"Duodenal_150","Sucrose..correct.peak._.gastric.mean.eretic.correction.",0.375072588,0.317514038,NA,NA,0.502299644,0.318471759,0.182903273,0.12787981,0.15617178,0.391832578,0.577230301,0.466487571,NA
"101",0,"Duodenal_150","Taurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",0,"Duodenal_150","TCA",0.062913296,0.096771479,NA,NA,0.139,0.102702509,0.096554205,0.068322885,0.057446401,0.084639922,0.061429376,0.055960599,NA
"103",0,"Duodenal_150","TCDCA",0.024287737,0.07417446,NA,NA,0.163,0.103614075,0.06410837,0.053400393,0.023740336,0.085534146,0.073548831,0.026100983,NA
"104",0,"Duodenal_150","TDCA",0.024087887,0.013634288,NA,NA,0.019,0.009062968,0.016292345,0.007536237,0.008469274,0.030166987,0.022690968,0.02287907,NA
"105",0,"Duodenal_150","Trigonelline",0.015004311,0.011536392,NA,NA,0.019206988,0.010796527,0.007872949,0.005610878,0.0137287,0.017691062,0.020345681,0.015201948,NA
"106",0,"Duodenal_150","Tryptophan",0.028895916,0.0257527,NA,NA,0.038147429,0.035033535,0.022590366,0.019141258,0.021735796,0.03873981,0.033876801,0.036577034,NA
"107",0,"Duodenal_150","Tyrosine",0.091735902,0.086261933,NA,NA,0.161442031,0.120876908,0.066490094,0.058556276,0.063060826,0.137751055,0.127983278,0.111466454,NA
"108",0,"Duodenal_150","Valine",0.084279077,0.082598598,NA,NA,0.153128792,0.110175525,0.066935742,0.051732296,0.072904096,0.119672812,0.115309335,0.11815521,NA
"109",0,"Duodenal_180","Acetate",0.043873179,0.186013,NA,NA,0.07400124,0.076893968,0.097091454,0.031207417,0.005677661,0.099975538,0.23215206,0.113772364,NA
"110",0,"Duodenal_180","Alanine",0.069009604,0.175585977,NA,NA,0.090165275,0.155298233,0.031757325,0.022198884,0.00191916,0.125352472,0.081651051,0.251208288,NA
"111",0,"Duodenal_180","alpha.Glucose_alpha.Maltose_5.24d",4.13412,2.6461,NA,NA,1.526136394,1.7,0.0442702,0.282981,0.560688,4.24472,1.8077,2.02442,NA
"112",0,"Duodenal_180","Asparagine",0.028351887,0.043216363,NA,NA,0.027336712,0.048558737,0.007573307,0.004245479,0.002664681,0.040607746,0.032583004,0.093415039,NA
"113",0,"Duodenal_180","Aspartate",0.061512022,0.068653145,NA,NA,0.064362738,0.067140684,0.014121036,0.020451073,0.008763433,0.094518265,0.031756949,0.079931809,NA
"114",0,"Duodenal_180","beta.Glucose_3.25dd",1.22007,2.05084,NA,NA,0.671044783,1.03667,0.0486314,0.237343,0.299588,2.27592,0.616094,1.0654,NA
"115",0,"Duodenal_180","beta.Maltose_3.29dd",5.10226,1.85309,NA,NA,1.346868573,1.56492,0.0334128,0.166837,0.477547,4.00125,1.92779,1.93044,NA
"116",0,"Duodenal_180","Choline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",0,"Duodenal_180","Ciceritol_new..gastric.mean.eretic.correction.",0.398076166,0.312279612,NA,NA,0.246835035,0.216831447,0.001913666,0.014532946,0.038170812,0.445320813,0.173871929,0.425002482,NA
"118",0,"Duodenal_180","Formate",0.00947689,0.14040926,NA,NA,0.019937757,0.010507958,0.180807801,0.006930791,0.002376888,0.013593774,0.324408295,0.448022879,NA
"119",0,"Duodenal_180","Fumarate",0.003890367,0.004047946,NA,NA,0.002241081,0.002201115,0.000368153,0.001515137,0.001746387,0.006313406,0.009124329,0.00163025,NA
"120",0,"Duodenal_180","GCA",0.187,0.58,NA,NA,0.423611212,0.639,0.136,0.224,0.00707,0.557,0.266,0.422,NA
"121",0,"Duodenal_180","GCDCA",0.0349,0.217,NA,NA,0.239202802,0.442,0.0345,0.0551,0.00377,0.296,0.162,0.127,NA
"122",0,"Duodenal_180","GDCA",0.0474,0.0806,NA,NA,0.114962207,0.02,0.0134,0.00156,0,0.153,0.0348,0.6,NA
"123",0,"Duodenal_180","Glutamine",2.88798208745724e-05,0.089965307,NA,NA,0.051116959,0.101519978,0.015369764,0.0121669,3.4179094709861e-05,0.054352489,0.047051875,0.135351193,NA
"124",0,"Duodenal_180","Histidine",0.037874178,0.048380875,NA,NA,0.047489984,0.114871612,0.010146573,0.026297307,0.008938753,0.07710859,0.011307622,0.151141862,NA
"125",0,"Duodenal_180","Isoleucine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",0,"Duodenal_180","Lactate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0,"Duodenal_180","Leucine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",0,"Duodenal_180","Lysine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",0,"Duodenal_180","Methionine",0.02785834,0.053465486,NA,NA,0.028769306,0.062984486,0.011454407,0.016580624,0.000546789,0.058210795,0.023226156,0.061139948,NA
"130",0,"Duodenal_180","n.Butyrate",1.68731603825102e-05,0.091678114,NA,NA,0.009901848,1.8604095408879e-05,0.006128852,1.73322929629442e-05,1.80629779920555e-05,0.0089164,0.120976264,0.027903248,NA
"131",0,"Duodenal_180","Oral_Raffinose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0,"Duodenal_180","Oral_Stachyose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",0,"Duodenal_180","Phenylalanine",0.238168368,0.233294225,NA,NA,0.150480599,0.327623321,0.0304024,0.077859378,0.007074054,0.324263542,0.222388616,0.28158479,NA
"134",0,"Duodenal_180","Propionate",0.000744927,0.067300785,NA,NA,0.002642073,0.004792052,0.010001104,0.003595828,0.000710585,0.00592482,0.069440555,1.0871815875316e-05,NA
"135",0,"Duodenal_180","SR",0.253740944,0.172055717,NA,NA,0.130247725,0.114430253,0.006597233,0.014782084,0.003142066,0.266156425,0.114154183,0.264652399,NA
"136",0,"Duodenal_180","Sucrose..correct.peak._.gastric.mean.eretic.correction.",0.788181918,0.474683249,NA,NA,0.332360493,0.348224279,0.006590079,0.026315509,0.024279393,0.745038784,0.393192184,0.497439414,NA
"137",0,"Duodenal_180","Taurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",0,"Duodenal_180","TCA",0.161,0.212,NA,NA,0.117615033,0.21,0.0504,0.0775,0.00207,0.13,0.0687,0.069,NA
"139",0,"Duodenal_180","TCDCA",0.014,0.115,NA,NA,0.112955973,0.223,0.0144,0.0344,0.00199,0.11,0.0796,0.0595,NA
"140",0,"Duodenal_180","TDCA",0.0806,0.0307,NA,NA,0.025170567,0.0232,0.00177,0,0.00437,0.0537,0.0564,0.0433,NA
"141",0,"Duodenal_180","Trigonelline",0.03099438,0.018746874,NA,NA,0.01045472,0.015597967,0.001215577,0.001197853,0.005561634,0.029060692,0.013882847,0.016313359,NA
"142",0,"Duodenal_180","Tryptophan",0.044164767,0.041562989,NA,NA,0.032164223,0.070035074,0.008610542,0.01854357,0.004607028,0.069033069,0.026956117,0.07419047,NA
"143",0,"Duodenal_180","Tyrosine",0.141915604,0.154658791,NA,NA,0.110071539,0.257775106,0.025482003,0.07288799,0.001632956,0.234509131,0.113980197,0.26287635,NA
"144",0,"Duodenal_180","Valine",0.111436917,0.136089354,NA,NA,0.106297852,0.249792426,0.03600511,0.047673111,0.004189441,0.145177954,0.097935089,0.319718669,NA
"145",0,"Duodenal_30","Acetate",0.01334624,0.218283814,NA,NA,0.028984301,0.01291925,0.062341524,0.047116155,0.041714749,0.020396131,0.193043416,0.012213383,NA
"146",0,"Duodenal_30","Alanine",0.018431308,0.142613117,NA,NA,0.015847357,0.008667344,0.027109856,0.042997872,0.06043619,0.020803316,0.116335944,0.017269572,NA
"147",0,"Duodenal_30","alpha.Glucose_alpha.Maltose_5.24d",3.44176,3.76165,NA,NA,2.46638,0.276773,2.766464333,1.604295268,2.097247859,0.58861,3.51258,4.31545,NA
"148",0,"Duodenal_30","Asparagine",0.007171314,0.054853158,NA,NA,0.006253923,0.003332741,0.011313836,0.0133167,0.020998915,0.00710666,0.039596009,0.010976669,NA
"149",0,"Duodenal_30","Aspartate",0.042085311,0.060088534,NA,NA,0.028614772,0.007287193,0.03413195,0.036479593,0.033068912,0.006056967,0.047766698,0.037234181,NA
"150",0,"Duodenal_30","beta.Glucose_3.25dd",0.623886,1.2565,NA,NA,0.658712,0.124974,0.616679723,0.646204417,0.6527032,0.463137,0.728728,2.1638,NA
"151",0,"Duodenal_30","beta.Maltose_3.29dd",4.6881,4.17017,NA,NA,3.36614,0.304182,4.052028671,1.679071994,2.333906101,0.44722,4.23297,4.58016,NA
"152",0,"Duodenal_30","Choline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",0,"Duodenal_30","Ciceritol_new..gastric.mean.eretic.correction.",0.316120707,0.37561151,NA,NA,0.224809477,0.050145653,0.297528119,0.272109969,0.220597399,0.05329357,0.371277363,0.357352824,NA
"154",0,"Duodenal_30","Formate",0.010984167,0.183131354,NA,NA,0.014248802,0.003062815,0.12024743,0.023228639,0.049478823,0.005987915,0.194293016,0.249855763,NA
"155",0,"Duodenal_30","Fumarate",0.003421211,0.005615545,NA,NA,0.002695607,0.00051821,0.00358584,0.002751147,0.002805595,0.000849278,0.006689749,0.004157805,NA
"156",0,"Duodenal_30","GCA",0.0263,0.569,NA,NA,0.11,0.0183,0.226791152,0.322160993,0.100308695,0.154,0.0588,0.172,NA
"157",0,"Duodenal_30","GCDCA",0.0118,0.3,NA,NA,0.0886,0.017,0.087103044,0.15377644,0.050674166,0.0906,0.0374,0.0532,NA
"158",0,"Duodenal_30","GDCA",0.028,0.0672,NA,NA,0.016,0.002,0.029761499,0.025739146,0.03105954,0.0583,0.0161,0.0392,NA
"159",0,"Duodenal_30","Glutamine",7.01852316190477e-05,0.073696782,NA,NA,0.007668181,0.004722464,0.007084963,0.015312655,0.033362545,0.006867262,0.074658973,3.40299594356103e-05,NA
"160",0,"Duodenal_30","Histidine",0.014809428,0.047178964,NA,NA,0.010831822,0.00566204,0.020321211,0.025867527,0.029053445,0.0081633,0.033313707,0.014108466,NA
"161",0,"Duodenal_30","Isoleucine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",0,"Duodenal_30","Lactate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",0,"Duodenal_30","Leucine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",0,"Duodenal_30","Lysine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",0,"Duodenal_30","Methionine",0.012692598,0.038089037,NA,NA,0.013332877,0.002488004,0.013049222,0.015823508,0.023931377,0.006006133,0.03898311,0.010490835,NA
"166",0,"Duodenal_30","n.Butyrate",1.85593085884789e-05,0.10795147,NA,NA,2.04333054352101e-05,0.005229321,0.003097292,0.009529092,0.025830751,0.002621518,0.139451298,1.81870756920522e-05,NA
"167",0,"Duodenal_30","Oral_Raffinose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",0,"Duodenal_30","Oral_Stachyose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
